Sex,Length,Diameter,Height,Wholeweight,Shuckedweight,Visceraweight,Shellweight,target
0.0,0.635,0.48,0.19,1.4669999999999999,0.5825,0.303,0.42,1
0.0,0.525,0.365,0.17,0.9605,0.43799999999999994,0.2225,0.276,1
0.0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,1
2.0,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,0
1.0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,1
1.0,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,0
1.0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,1
0.0,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,1
1.0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,1
0.0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,1
0.0,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,1
0.0,0.375,0.3,0.1,0.2465,0.10400000000000001,0.0475,0.083,1
1.0,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,1
2.0,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,1
1.0,0.7,0.535,0.175,1.7730000000000001,0.6805,0.48,0.512,1
2.0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015,0
0.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.23800000000000002,1
0.0,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,1
1.0,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,1
0.0,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,1
0.0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,0
0.0,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,1
0.0,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,0
0.0,0.6,0.46,0.155,0.9595,0.4455,0.18899999999999997,0.295,1
1.0,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,1
0.0,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,1
1.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,1
2.0,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,0
2.0,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,0
0.0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,0
1.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,0
2.0,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,0
0.0,0.585,0.405,0.15,1.2565,0.435,0.20199999999999999,0.325,1
1.0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.39799999999999996,1
2.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,1
1.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,0
0.0,0.635,0.48,0.235,1.064,0.413,0.228,0.36,1
2.0,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,0
2.0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,0
2.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,0
0.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,0
2.0,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,0
0.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,1
0.0,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,0
2.0,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,0
0.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,0
0.0,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,1
1.0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,0
0.0,0.46,0.34,0.135,0.495,0.1655,0.11699999999999999,0.185,1
1.0,0.55,0.43,0.155,0.785,0.289,0.22699999999999998,0.233,1
0.0,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,0
0.0,0.35,0.26,0.09,0.198,0.0725,0.055999999999999994,0.06,1
0.0,0.59,0.5,0.15,1.1420000000000001,0.485,0.265,0.345,0
1.0,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,1
1.0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,0
2.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,0
0.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,0
1.0,0.515,0.4,0.125,0.615,0.2865,0.12300000000000001,0.1765,0
2.0,0.41,0.325,0.1,0.39399999999999996,0.20800000000000002,0.0655,0.106,0
2.0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,0
0.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,0
2.0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,0
0.0,0.55,0.45,0.15,1.0145,0.40700000000000003,0.2015,0.2875,1
0.0,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,1
1.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,0
0.0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,0
1.0,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,1
0.0,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,1
1.0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,1
0.0,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,1
2.0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,1
2.0,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,1
1.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,1
0.0,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,1
1.0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,1
0.0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,0
1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,1
2.0,0.365,0.27,0.085,0.19699999999999998,0.0815,0.0325,0.065,0
2.0,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,0
0.0,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,0
2.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,1
2.0,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,0
0.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,1
2.0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,0
2.0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,0
0.0,0.415,0.315,0.12,0.4015,0.19899999999999998,0.087,0.09699999999999999,0
1.0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,1
0.0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,0
1.0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,1
2.0,0.23,0.175,0.065,0.0645,0.026000000000000002,0.0105,0.02,0
0.0,0.64,0.565,0.23,1.521,0.644,0.37200000000000005,0.406,1
2.0,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,0
2.0,0.385,0.29,0.09,0.23199999999999998,0.0855,0.0495,0.08,0
0.0,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,0
2.0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,0
0.0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,1
2.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,1
1.0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,0
2.0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,0
1.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,1
2.0,0.285,0.21,0.055,0.10099999999999999,0.0415,0.017,0.0335,0
2.0,0.395,0.295,0.09,0.3025,0.14300000000000002,0.0665,0.0765,0
2.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,0
2.0,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,0
0.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,0
0.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,1
2.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000003,1
2.0,0.39,0.3,0.1,0.2665,0.1105,0.059000000000000004,0.084,0
1.0,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.27399999999999997,0
1.0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,1
1.0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,0
1.0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,1
2.0,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,0
2.0,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,0
1.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,1
2.0,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,0
0.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,0
0.0,0.35,0.265,0.09,0.19699999999999998,0.073,0.0365,0.077,0
1.0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,1
0.0,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,1
2.0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,0
0.0,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,0
0.0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,0
2.0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,0
2.0,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,0
1.0,0.455,0.375,0.125,0.45799999999999996,0.1985,0.111,0.12,1
2.0,0.525,0.4,0.14,0.6055,0.2605,0.10800000000000001,0.21,0
2.0,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,0
0.0,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,1
2.0,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,0
1.0,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,1
1.0,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,0
1.0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,0
1.0,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32,0
0.0,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,1
0.0,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,1
1.0,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,1
1.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,0
1.0,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,1
1.0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,1
1.0,0.595,0.44,0.135,0.9640000000000001,0.5005,0.1715,0.2575,1
2.0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,0
0.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,0
0.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,1
1.0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,0
1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,1
0.0,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,0
1.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,1
1.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,0
1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,0
0.0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,0
1.0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,1
1.0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,1
1.0,0.475,0.35,0.115,0.48700000000000004,0.19399999999999998,0.1455,0.125,1
0.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.27699999999999997,1
0.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,0
0.0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,0
1.0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,1
2.0,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,0
2.0,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,0
2.0,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,0
0.0,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,0
2.0,0.215,0.165,0.055,0.059000000000000004,0.0265,0.0125,0.0185,0
0.0,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,1
1.0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,1
2.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,0
2.0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,0
1.0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,1
1.0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,1
1.0,0.605,0.455,0.145,0.862,0.33399999999999996,0.1985,0.3,0
0.0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,1
2.0,0.535,0.45,0.155,0.8075,0.3655,0.14800000000000002,0.2595,1
2.0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,1
2.0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,1
0.0,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,1
0.0,0.595,0.475,0.14,0.9440000000000001,0.3625,0.18899999999999997,0.315,0
0.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,0
2.0,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,0
1.0,0.72,0.55,0.18,1.52,0.637,0.325,0.435,1
0.0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,1
2.0,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,0
0.0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,1
2.0,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,1
1.0,0.51,0.4,0.13,0.5735,0.21899999999999997,0.1365,0.195,1
1.0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,1
0.0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,1
0.0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,0
2.0,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,0
2.0,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,0
1.0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,0
1.0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,0
0.0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,1
2.0,0.355,0.27,0.1,0.21600000000000003,0.083,0.037000000000000005,0.075,1
2.0,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,0
0.0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,0
1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,1
1.0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,1
2.0,0.57,0.435,0.17,0.848,0.4,0.166,0.25,0
2.0,0.46,0.37,0.12,0.5335,0.2645,0.10800000000000001,0.1345,0
2.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,0
2.0,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,0
2.0,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,0
1.0,0.655,0.515,0.155,1.3090000000000002,0.524,0.34600000000000003,0.385,1
2.0,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.18899999999999997,0
2.0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,0
0.0,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275,0
0.0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,1
1.0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,1
1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,0
1.0,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29,0
0.0,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,1
0.0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,1
2.0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,0
2.0,0.56,0.44,0.14,0.825,0.402,0.139,0.245,1
1.0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,0
0.0,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,1
2.0,0.43,0.325,0.105,0.309,0.11900000000000001,0.08,0.098,0
1.0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,0
0.0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,0
1.0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,1
2.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,0
0.0,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,1
0.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,1
1.0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,0
0.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,0
1.0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,1
2.0,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,0
2.0,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,0
0.0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,1
0.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,1
2.0,0.555,0.435,0.14,0.765,0.3945,0.15,0.20600000000000002,0
2.0,0.3,0.225,0.075,0.1345,0.057,0.027999999999999997,0.044000000000000004,0
2.0,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,0
2.0,0.215,0.15,0.055,0.040999999999999995,0.015,0.009000000000000001,0.0125,0
0.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,1
0.0,0.63,0.505,0.155,1.105,0.49200000000000005,0.226,0.325,1
1.0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,1
2.0,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,0
0.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,0
2.0,0.365,0.275,0.135,0.24,0.10800000000000001,0.0445,0.0735,0
1.0,0.73,0.55,0.205,1.9080000000000001,0.5415,0.3565,0.5965,1
0.0,0.595,0.455,0.145,0.9420000000000001,0.43,0.182,0.27699999999999997,1
1.0,0.61,0.495,0.19,1.213,0.46399999999999997,0.306,0.365,1
1.0,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,0
1.0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,0
1.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,1
2.0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,1
2.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,0
2.0,0.32,0.205,0.08,0.18100000000000002,0.08800000000000001,0.034,0.0495,0
1.0,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,1
2.0,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,0
0.0,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,0
2.0,0.53,0.415,0.145,0.9440000000000001,0.3845,0.185,0.265,1
0.0,0.53,0.4,0.125,0.7575,0.39799999999999996,0.151,0.175,0
1.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,1
0.0,0.63,0.495,0.16,1.093,0.49700000000000005,0.221,0.315,1
1.0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,0
0.0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,0
2.0,0.54,0.425,0.13,0.7205,0.2955,0.16899999999999998,0.225,1
2.0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,0
0.0,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,1
2.0,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,0
0.0,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,1
1.0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,0
2.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,1
2.0,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,0
2.0,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.057999999999999996,0
1.0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,0
1.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,1
1.0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,1
1.0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,1
0.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,1
1.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,1
0.0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,0
2.0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,0
0.0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,1
2.0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,0
2.0,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,0
2.0,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,0
0.0,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,1
1.0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,0
1.0,0.45,0.35,0.145,0.5425,0.1765,0.12300000000000001,0.175,1
0.0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,0
2.0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,0
1.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,1
2.0,0.62,0.475,0.16,0.907,0.371,0.16699999999999998,0.3075,1
1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,1
1.0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,1
2.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,0
1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,0
1.0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
1.0,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,0
1.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,0
0.0,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,1
1.0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,1
2.0,0.5,0.365,0.125,0.528,0.22899999999999998,0.10300000000000001,0.1645,0
2.0,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,0
1.0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.43700000000000006,1
2.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,0
0.0,0.56,0.45,0.16,0.922,0.43200000000000005,0.17800000000000002,0.26,1
0.0,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,1
0.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4,1
0.0,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,1
2.0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,0
1.0,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,1
0.0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,0
2.0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,1
0.0,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,0
2.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,0
1.0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,1
0.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.43700000000000006,1
2.0,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,0
2.0,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105,0
2.0,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,1
1.0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,1
2.0,0.405,0.3,0.085,0.3035,0.15,0.0505,0.08800000000000001,0
0.0,0.735,0.59,0.205,2.0869999999999997,0.909,0.474,0.625,1
2.0,0.37,0.275,0.14,0.2215,0.09699999999999999,0.0455,0.0615,0
0.0,0.735,0.585,0.185,2.124,0.9520000000000001,0.55,0.5,1
0.0,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,0
2.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,0
0.0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,1
0.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,1
1.0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,1
1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,1
2.0,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,0
0.0,0.58,0.43,0.13,0.7979999999999999,0.365,0.17300000000000001,0.2285,1
2.0,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,0
2.0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,0
1.0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,1
0.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,0
1.0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,1
1.0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,1
2.0,0.295,0.21,0.08,0.1,0.038,0.026000000000000002,0.031,0
1.0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,1
0.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,0
0.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,1
1.0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0
1.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,1
1.0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,0
0.0,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,1
2.0,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002,0
1.0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,1
1.0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,0
1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,1
2.0,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,0
2.0,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04,0
0.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,0
1.0,0.595,0.495,0.185,1.285,0.41600000000000004,0.22399999999999998,0.485,1
0.0,0.67,0.525,0.18,1.4915,0.728,0.34299999999999997,0.381,0
0.0,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,1
1.0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,1
1.0,0.55,0.38,0.165,1.205,0.5429999999999999,0.294,0.3345,1
0.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255,0
2.0,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,0
1.0,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39,1
0.0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,1
1.0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,1
2.0,0.43,0.33,0.095,0.32,0.11800000000000001,0.065,0.12300000000000001,0
0.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,0
0.0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,1
2.0,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,0
1.0,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,0
2.0,0.17,0.13,0.095,0.03,0.013000000000000001,0.008,0.01,0
0.0,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,0
0.0,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,1
0.0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,0
2.0,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,0
